Product Name,Brand,Laptop Type,Price,Discount,MRP,Rating,Review Count,Processor,RAM,Storage,Storage Type,Graphics,Display Size,GPU,Availability,Touchscreen,Operating System,Laptop Use
HP 14 G9 (2025) AMD Ryzen 3 Dual Core 3250U - (16 GB/512 GB SSD/Windows 11 Pro) 14 G9 Thin and Light L...,HP,Thin & Light,64990,1.52,65990,3.3,2,AMD Ryzen 3 Dual Core,16,512,SSD,Integrated,14,Not Specified,In Stock,No,Windows 11,Student / Everyday
"ASUS Vivobook S 14 Intel EVO H-Series, with Backlit Keyboard, Intel Core i5 12th Gen 12500H - (16 GB/5...",ASUS,Thin & Light,65990,24.14,86990,4.4,214,Intel Core i5 Processor (12th Gen),16,512,SSD,Integrated,14,Not Specified,In Stock,No,Windows 11,Student / Everyday
HP 255R G10 (2026) Professional DDR5 5600Mhz AMD Ryzen 3 Quad Core 7335U - (8 GB/512 GB SSD/Windows 11...,HP,Standard Notebook,53990,10,59990,4.1,0,AMD Ryzen 3 Quad Core,8,512,SSD,Integrated,15.6,Not Specified,In Stock,No,Windows 11 Home,Student / Everyday
HP Intel Core i5 13th Gen 1335U - (8 GB/512 GB SSD/Windows 11 Home) 15-hr0000TU Thin and Light Laptop,HP,Thin & Light,79990,8.06,86999,4.2,6,Intel Core i5 Processor (13th Gen),8,512,SSD,Integrated,15.6,Not Specified,In Stock,No,Windows 11,Student / Everyday
Lenovo V15 AMD Ryzen 3 Quad Core 5300U - (8 GB/512 GB SSD/Windows 11 Home) V15 G2 ALC Thin and Light L...,Lenovo,Thin & Light,55990,5.09,58990,4.1,45,AMD Ryzen 3 Quad Core,8,512,SSD,Integrated,15.6,Not Specified,In Stock,No,Windows 11,Student / Everyday
"ASUS Vivobook Go 15 OLED, with Backlit Keyboard, AMD Ryzen 5 Quad Core 7520U - (8 GB/512 GB SSD/Window...",ASUS,Standard Notebook,54990,26.67,74990,4.4,262,AMD Ryzen 5 Quad Core,8,512,SSD,Integrated,15.6,Not Specified,In Stock,No,Windows 11,Content Creation
"DELL Inspiron 15 with Backlit Keyboard, Intel Core i5 12th Gen 1235U - (8 GB/512 GB SSD/Windows 11 Hom...",Dell,Standard Notebook,65999,22.35,85000,4.3,20,Intel Core i5 Processor (12th Gen),8,512,SSD,Integrated,15.6,Not Specified,In Stock,No,Windows 11,Student / Everyday
HP AMD Ryzen 7 Octa Core 5700U - (16 GB/512 GB SSD/Windows 11 Home) 15s- eq2084au Thin and Light Lapto...,HP,Thin & Light,74830,5.28,78999,3.3,1,AMD Ryzen 7 Octa Core,16,512,SSD,Integrated,15.6,Not Specified,In Stock,No,Windows 11,Student / Everyday
"ASUS Vivobook Go 15 OLED, Equivalent to Intel 12th Gen, Intel Core i3 N305 - (8 GB/512 GB SSD/Windows ...",ASUS,Standard Notebook,63990,3.03,65990,4.4,3,Intel Core i3,8,512,SSD,Integrated,15.6,Not Specified,In Stock,No,Windows 11,Content Creation
MSI Modern 14 C13M Intel Core i3 13th Gen 1315U - (8 GB/512 GB SSD/Windows 11 Home) Modern 14 C13M-115...,MSI,Standard Notebook,64409,7.97,69990,4.2,15,Intel Core i3 Processor (13th Gen),8,512,SSD,Integrated,14,Not Specified,In Stock,No,Windows 11,Student / Everyday
HP Pavilion Intel Core i5 13th Gen 1335U - (16 GB/1 TB SSD/Windows 11 Home) 15-EG3017TU Thin and Light...,HP,Thin & Light,72899,14.07,84835,2.4,0,Intel Core i5 Processor (13th Gen),16,1024,SSD,Integrated,15.6,Not Specified,In Stock,No,Windows 11 Home,Student / Everyday
HP HP 15s Series Intel Core i3 12th Gen 1215U - (16 GB/512 GB SSD/Windows 11 Home) 15s-fy5004TU Thin a...,HP,Thin & Light,56990,13.64,65990,4.3,104,Intel Core i3 Processor (12th Gen),16,512,SSD,Integrated,15.6,Not Specified,In Stock,No,Windows 11,Student / Everyday
ASUS Vivobook 14 (2025) with Office 2024 + M365 Basic* (i5 14th Gen) Intel Core 5 120U - (16 GB/512 GB...,ASUS,Standard Notebook,79117,20.88,100000,4.4,3,Intel Core 5,16,512,SSD,Integrated,14,Not Specified,In Stock,No,Windows 11 Home,Student / Everyday
ASUS VivoBook 14 Intel Core i5 10th Gen 10210U - (8 GB/1 TB HDD/256 GB SSD/Windows 10 Home) X412FA-EK5...,ASUS,Standard Notebook,59876,8.49,65432,4.4,251,Intel Core i5 Processor (10th Gen),8,1280,SSD + HDD,Integrated,14,Not Specified,Out of Stock,No,Windows 10,Student / Everyday
"ASUS Vivobook S14 OLED (2026) AI PC with Office 2024 + M365 Basic*, Copilot+ PC Intel Core Ultra 5 Ser...",ASUS,Thin & Light,141990,21.55,180990,4.4,27,Intel Core Ultra 5 Processor (Series 3),16,512,SSD,Integrated,14,Not Specified,In Stock,No,Windows 11 Home,Content Creation
ASUS Vivobook Go 15 AMD Ryzen 5 Quad Core 7520U - (16 GB/512 GB SSD/Windows 11 Home) E1504FA-NJ5541WS ...,ASUS,Standard Notebook,65999,7.04,70999,4.3,115,AMD Ryzen 5 Quad Core,16,512,SSD,Integrated,15.6,Not Specified,In Stock,No,Windows 11 Home,Student / Everyday
Lenovo IdeaPad Slim 3 Intel Core i3 12th Gen 1215U - (8 GB/256 GB SSD/Windows 11 Home) 15IAU7 Thin and...,Lenovo,Thin & Light,55900,6.83,59999,4.2,94,Intel Core i3 Processor (12th Gen),8,256,SSD,Integrated,15.6,Not Specified,In Stock,No,Windows 11,Student / Everyday
HP 15s AMD Ryzen 7 Octa Core 5700U - (16 GB/512 GB SSD/Windows 11 Home) 15s- ey2001au Thin and Light L...,HP,Thin & Light,64235,0,64235,4.1,48,AMD Ryzen 7 Octa Core,16,512,SSD,Integrated,15.6,Not Specified,In Stock,No,Windows 11,Student / Everyday
"Apple MacBook Pro (M5 Pro, 2026) M5 Pro - (24 GB/1 TB SSD/Tahoe) MGEA4HN/A",Apple,Standard Notebook,359900,0,359900,,,Apple M5 Pro,24,1024,SSD,Integrated,16,Not Specified,In Stock,No,macOS,Student / Everyday
HP 255 G10 (2025) AMD Ryzen 7 Octa Core 7730U - (16 GB/512 GB SSD/Windows 11 Home) 255 G109 Thin and L...,HP,Thin & Light,82990,16.16,98990,,,AMD Ryzen 7 Octa Core,16,512,SSD,Integrated,15.6,Not Specified,In Stock,No,Windows 11 Home,Student / Everyday
ASUS VivoBook 15 AMD Ryzen 7 Octa Core 5800HS - (16 GB/512 GB SSD/Windows 11 Home) M1502QA-EJ742WS Thi...,ASUS,Standard Notebook,80101,13.86,92990,4.2,136,AMD Ryzen 7 Octa Core,16,512,SSD,Integrated,15.6,Not Specified,In Stock,No,Windows 11,Student / Everyday
HP Intel Core i3 12th Gen 1215U - (8 GB/1 TB SSD/Windows 11 Home) 15s-fy5005TU Thin and Light Laptop,HP,Thin & Light,57491,10.16,63990,3.8,3,Intel Core i3 Processor (12th Gen),8,1024,SSD,Integrated,15.6,Not Specified,In Stock,No,Windows 11,Student / Everyday
ASUS Vivobook GO 15 AMD Ryzen 5 Quad Core 7520U - (16 GB/512 GB SSD/Windows 11 Home) E1504FA-NJ549WS |...,ASUS,Standard Notebook,63000,4.53,65990,4.2,10,AMD Ryzen 5 Quad Core,16,512,SSD,Integrated,15.6,Not Specified,In Stock,No,Windows 11,Student / Everyday
Lenovo IdeaPad Pro 5 2.8K OLED AI PC Intel Core Ultra 9 185H - (32 GB/1 TB SSD/Windows 11 Home) 14IMH9...,Lenovo,Standard Notebook,155500,6.43,166180,4.3,24,Intel Core Ultra 9,32,1024,SSD,Integrated,14,Not Specified,In Stock,No,Windows 11,Content Creation
HP Pavilion Intel Core i7 13th Gen 1355U - (16 GB/1 TB SSD/Windows 11 Home) 14-ew0153TU Thin and Light...,HP,Thin & Light,103475,15.87,122999,3.5,0,Intel Core i7 Processor (13th Gen),16,1024,SSD,Integrated,14,Not Specified,In Stock,No,Windows 11,Student / Everyday
Acer Swift 3 AMD Ryzen 5 Hexa Core 5500U - (8 GB/512 GB SSD/Windows 10 Home) SF314-43 Thin and Light L...,Acer,Thin & Light,62899,30.11,89999,4.5,9,AMD Ryzen 5 Hexa Core,8,512,SSD,Integrated,14,Not Specified,In Stock,No,Windows 10,Student / Everyday
HP 250R G9 (2025) Intel Core i3 13th Gen 1315U - (32 GB/512 GB SSD/Windows 11 Home) 250R Thin and Ligh...,HP,Thin & Light,72990,7.6,78990,4.1,0,Intel Core i3 Processor (13th Gen),32,512,SSD,Integrated,15.6,Not Specified,In Stock,No,Windows 11 Home,Student / Everyday
"ASUS Vivobook Go 15 (2025) with Office 2024 + M365 Basic*, Backlit Keyboard, AMD Ryzen 3 Quad Core 732...",ASUS,Standard Notebook,57990,4.92,60990,4.2,8,AMD Ryzen 3 Quad Core,8,512,SSD,Integrated,15.6,Not Specified,In Stock,No,Windows 11 Home,Student / Everyday
HP Essential series Intel Core i3 13th Gen 1315U - (8 GB/512 GB SSD/Windows 11 Home) 14-EP0341TU Thin ...,HP,Thin & Light,57890,3.5,59990,3.7,1,Intel Core i3 Processor (13th Gen),8,512,SSD,Integrated,14,Not Specified,In Stock,No,Windows 11 Home,Student / Everyday
DELL Vostro 3520 Intel Core i5 12th Gen 1235U - (16 GB/512 GB SSD/Windows 11 Home) Vostro 3520 Thin an...,Dell,Thin & Light,69990,7.91,75999,4.3,20,Intel Core i5 Processor (12th Gen),16,512,SSD,Integrated,15.6,Not Specified,In Stock,No,Windows 11,Student / Everyday
HP FQ Series Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD/Windows 11 Home) 15s-FQ5326TU Thin and Li...,HP,Thin & Light,54990,8.2,59899,,,Intel Core i3 Processor (12th Gen),8,512,SSD,Integrated,15.6,Not Specified,In Stock,No,Windows 11 Home,Student / Everyday
HP Intel Core i5 12th Gen - (16 GB/512 GB SSD/Windows 11 Home) 14s-cf3006TP Thin and Light Laptop,HP,Thin & Light,72990,3.22,75417,,,Intel Core i5 Processor (12th Gen),16,512,SSD,Integrated,15.6,Not Specified,In Stock,No,Windows 11 Home,Student / Everyday
HP 15s Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD/Windows 11 Home) 15s-FY5011TU Thin and Light La...,HP,Thin & Light,57990,3.35,59999,,,Intel Core i3 Processor (12th Gen),8,512,SSD,Integrated,15.6,Not Specified,In Stock,No,Windows 11,Student / Everyday
ASUS ASUS Vivobook 16 Intel Core i5 13th Gen - (16 GB/512 GB SSD/Windows 11 Home) X1605VA SH1952WS Thi...,ASUS,Standard Notebook,72990,14.12,84990,,,Intel Core i5 Processor (13th Gen),16,512,SSD,Integrated,16,Not Specified,In Stock,No,Windows 11 Home,Student / Everyday
DELL Inspiron AMD Ryzen 3 Dual Core 3250U - (8 GB/256 GB SSD/Windows 11 Home) Inspiron 3515 Thin and L...,Dell,Thin & Light,57990,3.33,59990,4.2,16,AMD Ryzen 3 Dual Core,8,256,SSD,Integrated,15.6,Not Specified,In Stock,No,Windows 11,Student / Everyday
Lenovo IdeaPad Slim 3 AMD Ryzen 3 Quad Core 7320U - (8 GB/512 GB SSD/Windows 11 Home) 14AMN8 Thin and ...,Lenovo,Thin & Light,55990,13.85,64990,4.3,0,AMD Ryzen 3 Quad Core,8,512,SSD,Integrated,14,Not Specified,In Stock,No,Windows 11,Student / Everyday
DELL Intel Core i5 12th Gen 1235U - (8 GB/512 GB SSD/Windows 11 Home) Vostro 3420 Thin and Light Lapto...,Dell,Thin & Light,65900,21.54,83990,3.2,2,Intel Core i5 Processor (12th Gen),8,512,SSD,Integrated,14,Not Specified,In Stock,No,Windows 11,Student / Everyday
Lenovo V 14 (2025) Intel Core i3 13th Gen 1315U - (16 GB/512 GB SSD/Windows 11 Pro) V 14 Thin and Ligh...,Lenovo,Thin & Light,75990,2.56,77990,3.8,1,Intel Core i3 Processor (13th Gen),16,512,SSD,Integrated,14,Not Specified,In Stock,No,Windows 11,Student / Everyday
Lenovo ThinkBook 15 AMD Ryzen 5 Hexa Core 5500U - (8 GB/512 GB SSD/Windows 11 Home) TB15 G3 ACL Thin a...,Lenovo,Thin & Light,63890,6.59,68400,2.4,1,AMD Ryzen 5 Hexa Core,8,512,SSD,Integrated,15.6,Not Specified,In Stock,No,Windows 11,Student / Everyday
Lenovo V 14 (2025) Intel Core i5 13th Gen 1335U - (16 GB/512 GB SSD/Windows 11 Home) V 14 Thin and Lig...,Lenovo,Thin & Light,75999,10.59,85000,,,Intel Core i5 Processor (13th Gen),16,512,SSD,Integrated,14,Not Specified,In Stock,No,Windows 11 Home,Student / Everyday
ASUS Vivobook Go 14 AMD Ryzen 5 Quad Core 7520U - (8 GB/512 GB SSD/Windows 11 Home) E1404FA-NK522WS | ...,ASUS,Standard Notebook,62786,7.53,67899,,,AMD Ryzen 5 Quad Core,8,512,SSD,Integrated,14,Not Specified,In Stock,No,Windows 11,Student / Everyday
HP 15s Intel Core i3 11th Gen 1115G4 - (8 GB/512 GB SSD/Windows 11 Home) 15s-fq2671TU Thin and Light L...,HP,Thin & Light,57690,3.85,59999,,,Intel Core i3 Processor (11th Gen),8,512,SSD,Integrated,15.6,Not Specified,In Stock,No,Windows 11,Student / Everyday
HP Intel Core i3 11th Gen 1115G4 - (8 GB/256 GB SSD/Windows 10 Home) 14s-DQ2100TU Thin and Light Lapto...,HP,Thin & Light,56914,8.2,62000,4.2,100,Intel Core i3 Processor (11th Gen),8,256,SSD,Integrated,14,Not Specified,In Stock,No,Windows 10,Student / Everyday
DELL Intel Core i5 13th Gen 1334U - (8 GB/512 GB SSD/Windows 11 Home) Vostro 3530 Thin and Light Lapto...,Dell,Thin & Light,64890,7.17,69900,4.1,3,Intel Core i5 Processor (13th Gen),8,512,SSD,Integrated,15.6,Not Specified,In Stock,No,Windows 11,Student / Everyday
Lenovo Ideapad Slim 5i Intel Core i7 13th Gen 13700H - (16 GB/512 GB SSD/Windows 11 Home) 16IRL8 Thin ...,Lenovo,Thin & Light,96990,11.83,110000,,,Intel Core i7 Processor (13th Gen),16,512,SSD,Integrated,16,Not Specified,In Stock,No,Windows 11,Student / Everyday
HP 255R G10 (2026) Professional DDR5 5600Mhz AMD Ryzen 3 Quad Core - (16 GB/512 GB SSD/Windows 11 Home...,HP,Standard Notebook,62900,4.69,65992,,,AMD Ryzen 3 Quad Core,16,512,SSD,Integrated,15.6,Not Specified,In Stock,No,Windows 11 Home,Student / Everyday
HP 15 Intel Core i3 13th Gen 1315U - (8 GB/512 GB SSD/Windows 11 Home) 15-FD0582TU Thin and Light Lapt...,HP,Thin & Light,57899,1.96,59055,3.7,0,Intel Core i3 Processor (13th Gen),8,512,SSD,Integrated,15.6,Not Specified,In Stock,No,Windows 11 Home,Student / Everyday
HP 15 (i5 14th Gen) Intel Core 5 120U - (16 GB/512 GB SSD/Windows 11 Home) 15-fd0640TU Thin and Light ...,HP,Thin & Light,85890,4.56,89990,,,Intel Core 5,16,512,SSD,Integrated,15.6,Not Specified,In Stock,No,Windows 11 Home,Student / Everyday
HP Laptop Intel Core i3 11th Gen 1115G4 - (8 GB/512 GB SSD/Windows 11 Home) 15s-fq2672TU Thin and Ligh...,HP,Thin & Light,57990,1.7,58990,,,Intel Core i3 Processor (11th Gen),8,512,SSD,Integrated,15.6,Not Specified,In Stock,No,Windows 11 Home,Student / Everyday
HP AI PC Intel Core Ultra 7 155H - (16 GB/512 GB SSD/Windows 11 Home) 14-gr1023TU Thin and Light Lapto...,HP,Thin & Light,88919,10.18,98999,4.1,3,Intel Core Ultra 7,16,512,SSD,Integrated,14,Not Specified,In Stock,No,Windows 11,Student / Everyday
HP 15s Intel Core i5 12th Gen 1235U - (8 GB/512 GB SSD/Windows 11 Home) fy5008TU Thin and Light Laptop,HP,Thin & Light,72990,3.96,75999,4.3,175,Intel Core i5 Processor (12th Gen),8,512,SSD,Integrated,15.6,Not Specified,In Stock,No,Windows 11 Home,Student / Everyday
Acer 3 Years Warranty Aspire Lite (2025) Intel Core i5 13th Gen 1334U - (16 GB/512 GB SSD/Windows 11 H...,Acer,Standard Notebook,71490,21.43,90990,3.7,1,Intel Core i5 Processor (13th Gen),16,512,SSD,Integrated,15.6,Not Specified,In Stock,No,Windows 11 Home,Student / Everyday
HP Professional 15 Intel Core i5 13th Gen 1334U - (16 GB/512 GB SSD/Windows 11 Pro) 250 G10 FHD Thin a...,HP,Thin & Light,79900,0,79900,2.8,1,Intel Core i5 Processor (13th Gen),16,512,SSD,Integrated,15.6,Not Specified,In Stock,No,Windows 11,Student / Everyday
DELL Inspiron Intel Core Ultra 7 155H - (16 GB/1 TB SSD/Windows 11 Home) 5330 Thin and Light Laptop,Dell,Thin & Light,129990,0.01,130000,2.7,1,Intel Core Ultra 7,16,1024,SSD,Integrated,13.3,Not Specified,In Stock,No,Windows 11,Student / Everyday
ASUS Vivobook Go 14 AMD Ryzen 3 Quad Core 7320U - (8 GB/512 GB SSD/Windows 11 Home) E1404FA-NK327WS Th...,ASUS,Standard Notebook,56048,3.36,57999,4.3,153,AMD Ryzen 3 Quad Core,8,512,SSD,Integrated,14,Not Specified,In Stock,No,Windows 11,Student / Everyday
HP AMD Ryzen 5 Hexa Core 5500U - (8 GB/512 GB SSD/Windows 10 Home) 15s-EQ2040AU Thin and Light Laptop,HP,Thin & Light,58490,12.7,66999,4.3,55,AMD Ryzen 5 Hexa Core,8,512,SSD,Integrated,15.6,Not Specified,In Stock,No,Windows 10,Student / Everyday
HP Intel Core i5 13th Gen 1335U - (8 GB/512 GB SSD/Windows 11 Home) 15-fd0187TU Thin and Light Laptop,HP,Thin & Light,69990,22.23,90000,4.2,30,Intel Core i5 Processor (13th Gen),8,512,SSD,Integrated,15.6,Not Specified,In Stock,No,Windows 11,Student / Everyday
HP HP 255R G10 (2025) - 7335U - AMD Ryzen 3 Quad Core AMD - (8 GB/512 GB SSD/Windows 11 Pro) 255R G10 ...,HP,Standard Notebook,54239,3.13,55990,,,AMD Ryzen 3 Quad Core,8,512,SSD,Integrated,15.6,Not Specified,In Stock,No,Windows 11,Student / Everyday
Lenovo IdeaPad Slim 3 Intel Core i3 13th Gen 1315U - (8 GB/512 GB SSD/Windows 11 Home) 82X700HJIN Thin...,Lenovo,Thin & Light,58773,1.87,59890,,,Intel Core i3 Processor (13th Gen),8,512,SSD,Integrated,15.6,Not Specified,In Stock,No,Windows 11,Student / Everyday
Lenovo V 14 (2025) Intel Core i3 13th Gen 1315U - (8 GB/512 GB SSD/Windows 11 Home) V 14 Thin and Ligh...,Lenovo,Thin & Light,58990,10.61,65990,4.4,2,Intel Core i3 Processor (13th Gen),8,512,SSD,Integrated,14,Not Specified,In Stock,No,Windows 11 Home,Student / Everyday
Lenovo Intel Core i5 12th Gen - (16 GB/512 GB SSD/Windows 11 Home) 15IAH8 Thin and Light Laptop,Lenovo,Thin & Light,78990,1.26,79999,,,Intel Core i5 Processor (12th Gen),16,512,SSD,Integrated,15.6,Not Specified,In Stock,No,Windows 11,Student / Everyday
ASUS Vivobook S 15 OLED Intel EVO H-Series Intel Core i5 13th Gen 13500H - (16 GB/512 GB SSD/Windows 1...,ASUS,Thin & Light,98999,14.65,115990,4.2,11,Intel Core i5 Processor (13th Gen),16,512,SSD,Integrated,15.6,Not Specified,In Stock,No,Windows 11,Content Creation
ASUS Vivobook Go 14 AMD Ryzen 3 Quad Core 7320U - (8 GB/512 GB SSD/Windows 11 Home) E1404FA-NK322WS Th...,ASUS,Standard Notebook,59990,7.71,64999,4.4,9,AMD Ryzen 3 Quad Core,8,512,SSD,Integrated,14,Not Specified,In Stock,No,Windows 11,Student / Everyday
HP 14s Intel Core i3 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) 14s- DR2015TU Thin and Light Laptop,HP,Thin & Light,57790,2.86,59490,4.3,52,Intel Core i3 Processor (11th Gen),8,512,SSD,Integrated,14,Not Specified,In Stock,No,Windows 11 Home,Student / Everyday
HP 15s Intel Core i3 11th Gen 1115G4 - (8 GB/512 GB SSD/Windows 11 Home) 15s-FR2006TU Thin and Light L...,HP,Thin & Light,57990,3.35,59999,4.3,148,Intel Core i3 Processor (11th Gen),8,512,SSD,Integrated,15.6,Not Specified,In Stock,No,Windows 11 Home,Student / Everyday
Lenovo V15 Octa Core (2026) Intel Core i5 13th Gen - (8 GB/512 GB SSD/Windows 11 Pro) V15 Thin and Lig...,Lenovo,Thin & Light,71900,8.87,78900,,,Intel Core i5 Processor (13th Gen),8,512,SSD,Integrated,15.6,Not Specified,In Stock,No,Windows 11,Student / Everyday
HP Intel Core i3 11th Gen 1115G4 - (8 GB/512 GB SSD/Windows 10 Home) 15s-FR2006TU Thin and Light Lapto...,HP,Thin & Light,55690,6.09,59299,4.3,211,Intel Core i3 Processor (11th Gen),8,512,SSD,Integrated,15.6,Not Specified,In Stock,No,Windows 10,Student / Everyday
Lenovo V 14 (2025) Intel Core i5 12th Gen 1235U - (8 GB/512 GB SSD/Windows 11 Home) V 14 Thin and Ligh...,Lenovo,Thin & Light,69990,0,69990,3.9,1,Intel Core i5 Processor (12th Gen),8,512,SSD,Integrated,14,Not Specified,In Stock,No,Windows 11 Home,Student / Everyday
Lenovo IdeaPad 3 Intel Intel Core i5 12th Gen 1235U - (8 GB/512 GB SSD/Windows 11 Home) 15IAU7 Thin an...,Lenovo,Thin & Light,65990,17.5,79990,3.7,0,Intel Core i5 Processor (12th Gen),8,512,SSD,Integrated,15.6,Not Specified,In Stock,No,Windows 11,Student / Everyday
Lenovo AMD Ryzen 5 Quad Core - (8 GB/512 GB SSD/Windows 11 Home) 15AMN7 Thin and Light Laptop,Lenovo,Thin & Light,61900,11.57,69999,,,AMD Ryzen 5 Quad Core,8,512,SSD,Integrated,15.6,Not Specified,In Stock,No,Windows 11,Student / Everyday
ASUS Vivobook 15 Intel Core i3 13th Gen 1315U - (8 GB/512 GB SSD/Windows 11 Home) X1504VA-NJ3320WS Thi...,ASUS,Standard Notebook,59990,7.52,64870,4,1,Intel Core i3 Processor (13th Gen),8,512,SSD,Integrated,15.6,Not Specified,In Stock,No,Windows 11 Home,Student / Everyday
DELL Intel Core i5 13th Gen 1334U - (16 GB/512 GB SSD/Windows 11 Home) Vostro 3530 Thin and Light Lapt...,Dell,Thin & Light,75990,15.57,90000,3.9,1,Intel Core i5 Processor (13th Gen),16,512,SSD,Integrated,15.6,Not Specified,In Stock,No,Windows 11,Student / Everyday
Lenovo V 14 (2025) Intel Core i3 12th Gen 1215U - (16 GB/512 GB SSD/Windows 11 Pro) V 14 Thin and Ligh...,Lenovo,Thin & Light,65990,5.72,69990,3.7,1,Intel Core i3 Processor (12th Gen),16,512,SSD,Integrated,14,Not Specified,In Stock,No,Windows 11,Student / Everyday
HP 14 G9 (2025) AMD Ryzen 3 Dual Core 3250U - (8 GB/512 GB SSD/Windows 11 Pro) 14 G9 Thin and Light La...,HP,Thin & Light,51990,10.35,57990,3.9,1,AMD Ryzen 3 Dual Core,8,512,SSD,Integrated,14,Not Specified,In Stock,No,Windows 11,Student / Everyday
HP 15s Intel Core i3 11th Gen 1115G4 - (8 GB/512 GB SSD/Windows 11 Home) 15s-fq2717TU Thin and Light L...,HP,Thin & Light,57890,2.05,59100,4.2,100,Intel Core i3 Processor (11th Gen),8,512,SSD,Integrated,15.6,Not Specified,In Stock,No,Windows 11,Student / Everyday
Lenovo V15 Intel Core i3 10th Gen 1035G1 - (4 GB/1 TB HDD/Windows 11 Home) V15-IIL Thin and Light Lapt...,Lenovo,Thin & Light,38900,10.24,43336,3.8,15,Intel Core i3 Processor (10th Gen),4,1024,HDD,Integrated,15.6,Not Specified,Out of Stock,No,Windows 11,Student / Everyday
Lenovo IdeaPad Slim 5 WUXGA OLED Intel Core i5 13th Gen 13420H - (16 GB/1 TB SSD/Windows 11 Home) 14IR...,Lenovo,Thin & Light,108990,12.81,125000,4.1,21,Intel Core i5 Processor (13th Gen),16,1024,SSD,Integrated,14,Not Specified,In Stock,No,Windows 11,Content Creation
HP AMD Ryzen 5 Quad Core - (8 GB/512 GB SSD/DOS) 247 G8 Thin and Light Laptop,HP,Thin & Light,58990,1.68,59999,3.9,0,AMD Ryzen 5 Quad Core,8,512,SSD,Integrated,14,Not Specified,In Stock,No,DOS,Student / Everyday
HP 14R (2025) Intel Core i3 13th Gen 1315U - (8 GB/512 GB SSD/Windows 11 Pro) 14R G9 Thin and Light La...,HP,Thin & Light,57990,3.35,59999,4.1,0,Intel Core i3 Processor (13th Gen),8,512,SSD,Integrated,14,Not Specified,In Stock,No,Windows 11,Student / Everyday
HP 15 Intel Core i5 13th Gen 1335U - (16 GB/512 GB SSD/Windows 11 Home) 15s-fq5327TU / FD0083TU Thin a...,HP,Thin & Light,79890,0.01,79900,,,Intel Core i5 Processor (13th Gen),16,512,SSD,Integrated,15.6,Not Specified,In Stock,No,Windows 11 Home,Student / Everyday
HP Intel Core i5 12th Gen 1235U - (8 GB/512 GB SSD/Windows 11 Home) 15s-fq5202TU Thin and Light Laptop,HP,Thin & Light,72990,7.61,78999,4.3,9,Intel Core i5 Processor (12th Gen),8,512,SSD,Integrated,15.6,Not Specified,In Stock,No,Windows 11,Student / Everyday
ASUS Vivobook Go 15 (2026) with Office 2024 + M365 Basic* AMD Ryzen 3 Quad Core 30 - (8 GB/256 GB SSD/...,ASUS,Standard Notebook,65991,19.51,81990,,,AMD Ryzen 3 Quad Core,8,256,SSD,Integrated,15.6,Not Specified,In Stock,No,Windows 11 Home,Student / Everyday
ASUS VIvobook 15 Intel Core i5 12th Gen 1235U - (16 GB/512 GB SSD/Windows 11 Home) X1504ZA-NJ549WS Thi...,ASUS,Standard Notebook,67818,2.36,69455,,,Intel Core i5 Processor (12th Gen),16,512,SSD,Integrated,15.6,Not Specified,In Stock,No,Windows 11 Home,Student / Everyday
Lenovo Intel Core i3 11th Gen - (8 GB/256 GB SSD/DOS) 15ITL6 Thin and Light Laptop,Lenovo,Thin & Light,57790,3.68,59999,,,Intel Core i3 Processor (11th Gen),8,256,SSD,Integrated,15.6,Not Specified,In Stock,No,DOS,Student / Everyday
HP 14 G9 (2025) Intel Core i3 12th Gen 1215U - (16 GB/512 GB SSD/Windows 11 Home) 14 G9 Thin and Light...,HP,Thin & Light,59999,22.08,76999,,,Intel Core i3 Processor (12th Gen),16,512,SSD,Integrated,14,Not Specified,In Stock,No,Windows 11 Home,Student / Everyday
Lenovo V 14 (2025) Intel Core i5 12th Gen 1235U - (16 GB/512 GB SSD/Windows 11 Home) V 14 Thin and Lig...,Lenovo,Thin & Light,74899,16.43,89626,4.1,18,Intel Core i5 Processor (12th Gen),16,512,SSD,Integrated,14,Not Specified,In Stock,No,Windows 11 Home,Student / Everyday
HP 15s AMD Ryzen 5 Hexa Core 4500U - (8 GB/256 GB SSD/Windows 10 Home) 15s-ey1004AU Thin and Light Lap...,HP,Thin & Light,58790,1.85,59900,4.4,58,AMD Ryzen 5 Hexa Core,8,256,SSD,Integrated,15.6,Not Specified,In Stock,No,Windows 10,Student / Everyday
DELL Inspiron Intel Core i5 11th Gen 1135G7 - (16 GB/512 GB SSD/Windows 11 Home) INSPIRON 3511 Thin an...,Dell,Thin & Light,68999,18.82,84998,4.2,51,Intel Core i5 Processor (11th Gen),16,512,SSD,Integrated,15.6,Not Specified,In Stock,No,Windows 11,Student / Everyday
ASUS Expertbook P1 High-performance processor Intel Core i7 13th Gen 13620H - (32 GB/512 GB SSD/Window...,ASUS,Standard Notebook,130990,3.68,135999,,,Intel Core i7 Processor (13th Gen),32,512,SSD,Integrated,15.6,Not Specified,In Stock,No,Windows 11 Home,Business
